cms_certification_num,payer,code,internal_revenue_code,description,inpatient_outpatient,price,code_disambiguator
500064,GROSS CHARGE,14021,04900162,HC ATT/REARRANGEMENT SCALP/ARM/LEG 10.1-30.0 CM,UNSPECIFIED,3298.86,NONE
500064,GROSS CHARGE,14040,04900163,HC ATT/REARRANGEMENT F/C/C/M/N/AX/G/H/F 10 CM/<,UNSPECIFIED,4100.14,NONE
500064,GROSS CHARGE,14041,04900164,HC ATT/REARGMT F/C/C/M/N/AX/G/H/F 10.1-30.0CM,UNSPECIFIED,4913.3,NONE
500064,GROSS CHARGE,14060,04900165,ATT/REARGMT E/N/E/L DFCT 10 CM/<,UNSPECIFIED,3343.33,NONE
500064,GROSS CHARGE,14061,04900166,HC ATT/REARGMT EYELID/NOSE/EAR/LIP 10.1-30.0 CM,UNSPECIFIED,5108.43,NONE
500064,GROSS CHARGE,15002,04900168,PREP SITE TRUNK/ARM/LEG 1ST 100 SQ CM/1PCT,UNSPECIFIED,3458.14,NONE
500064,GROSS CHARGE,15004,04900169,PREP SITE F/S/N/H/F/G/M/D GT 1ST 100 SQ CM/1PCT,UNSPECIFIED,1130.25,NONE
500064,GROSS CHARGE,15050,04900170,PINCH GRAFT 1/MLT C> SM ULCER TIP/OTH AREA 2CM,UNSPECIFIED,2340.14,NONE
500064,GROSS CHARGE,15100,04900171,SPLIT AGRFT T/A/L 1ST 100 CM/</1% BDY INFT/CHLD,UNSPECIFIED,6176.45,NONE
500064,GROSS CHARGE,15120,04900172,SPLIT AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM<1 %,UNSPECIFIED,8577.91,NONE
500064,GROSS CHARGE,15200,04900173,HC FTH/GFT FREE W/DIRECT CLOSURE TRUNK 20 CM/<,UNSPECIFIED,4042.18,NONE
500064,GROSS CHARGE,15201,04900174,FTH/GFT FR W/DIR CLSR TRNK EA 20 CM,UNSPECIFIED,2326.8,NONE
500064,GROSS CHARGE,15220,04900175,HC FTH/GFT FREE W/DIRECT CLOSURE S/A/L 20 CM/<,UNSPECIFIED,4809.35,NONE
500064,GROSS CHARGE,15221,04900176,FTH/GFT FR W/DIR CLSR S/A/L EA 20 CM,UNSPECIFIED,1457.72,NONE
500064,GROSS CHARGE,15240,04900177,HC FTH/GFT FR W/DIR CLSR F/C/C/M/N/AX/G/H/F 20 CM/<,UNSPECIFIED,5803.85,NONE
500064,GROSS CHARGE,15241,04900178,HC FTH/GFT FR W/DIR CLSR F/C/C/M/N/AX/G/H/F EA 20CM,UNSPECIFIED,480.94,NONE
500064,GROSS CHARGE,15260,04900179,HC FTH/GFT FREE W/DIRECT CLOSURE N/E/E/L 20 CM/<,UNSPECIFIED,4710.43,NONE
500064,GROSS CHARGE,15261,04900180,FTH/GFT FR W/DIR CLSR N/E/E/L EA 20 CM,UNSPECIFIED,2178.41,NONE
500064,GROSS CHARGE,15574,04900181,HC FRMJ DIR/TUBED PEDCL +-TR FT/CH/CH/M/N/AX/G/H/F,UNSPECIFIED,9549.16,NONE
500064,GROSS CHARGE,15576,04900182,HC FRMJ DIRECT/TUBED PEDICLE +-TR E/N/E/L/NTRORAL,UNSPECIFIED,3925.37,NONE
500064,GROSS CHARGE,15620,04900183,HC DELAY FLAP/SECTIONING FLAP F/C/C/N/AX/G/H/F,UNSPECIFIED,6006.96,NONE
500064,GROSS CHARGE,15630,04900184,HC DELAY FLAP/SCTJ FLAP EYELIDS NOSE EARS/LIPS,UNSPECIFIED,5878.57,NONE
500064,GROSS CHARGE,15740,04900186,HC FLAP ISLAND PEDICLE ANATOMIC NAMED AXIAL ARTERY,UNSPECIFIED,4570.47,NONE
500064,GROSS CHARGE,15760,04900188,HC GRAFT COMPOSITE W/PRIMARY CLOSURE DONOR AREA,UNSPECIFIED,6105.88,NONE
500064,GROSS CHARGE,15780,04900190,DERMABRASION TOTAL FACE,UNSPECIFIED,5282.09,NONE
500064,GROSS CHARGE,15781,04900191,DERMABRASION SEGMENTAL FACE,UNSPECIFIED,1495.44,NONE
500064,GROSS CHARGE,15783,04900192,DERMABRASION SUPERFICIAL ANY SITE,UNSPECIFIED,919.15,NONE
500064,GROSS CHARGE,15786,04900193,ABRASION 1 LESION,UNSPECIFIED,284.35,NONE
500064,GROSS CHARGE,15787,04900194,HC ABRASION EACH ADDITIONAL 4 LESIONS OR LESS,UNSPECIFIED,199.08,NONE
500064,GROSS CHARGE,15788,04900195,CHEMICAL PEEL FACIAL EPIDERMAL,UNSPECIFIED,588.41,NONE
500064,GROSS CHARGE,15789,04900196,CHEMICAL PEEL FACIAL DERMAL,UNSPECIFIED,734.6,NONE
500064,GROSS CHARGE,15792,04900197,CHEMICAL PEEL NONFACIAL EPIDERMAL,UNSPECIFIED,467.47,NONE
500064,GROSS CHARGE,15793,04900198,CHEMICAL PEEL NONFACIAL DERMAL,UNSPECIFIED,467.47,NONE
500064,GROSS CHARGE,15851,04900203,REMOVAL SUTURES UNDER ANESTHESIA OTHER SURGEON,UNSPECIFIED,2316.73,NONE
500064,GROSS CHARGE,15877,04900205,SUCTION ASSISTED LIPECTOMY TRUNK,UNSPECIFIED,4999.18,NONE
500064,GROSS CHARGE,16000,04900208,HC 1ST TX 1ST DGR BRN NO > LOCAL TX IS REQUIRED,UNSPECIFIED,255.38,NONE
500064,GROSS CHARGE,16020,04900209,HC DRS&/DBRDMT PRTL-THKNS BRNS 1ST/SBSQ SM,UNSPECIFIED,638.0,NONE
500064,GROSS CHARGE,16025,04900210,HC DRS&/DBRDMT PRTL-THKNS BRNS 1ST/SBSQ MEDIUM,UNSPECIFIED,988.27,NONE
500064,GROSS CHARGE,16030,04900211,HC DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ LARGE,UNSPECIFIED,1288.51,NONE
500064,GROSS CHARGE,17000,04900212,HC DSTRJ ALL PRMLG 1ST LES,UNSPECIFIED,244.66,NONE
500064,GROSS CHARGE,17003,04900213,HC DSTRJ ALL PRMLG 2-14 EA,UNSPECIFIED,95.11,NONE
500064,GROSS CHARGE,17004,04900214,HC DSTRJ ALL PRMLG <SK TGS/CUTAN VASC 15>,UNSPECIFIED,617.89,NONE
500064,GROSS CHARGE,17106,04900215,HC DESTRUCTION CUTANEOUS VASC PROLIFERATIVE <10CM,UNSPECIFIED,822.2,NONE
500064,GROSS CHARGE,17107,04900216,HC DESTRUCTION CUTANEOUS VASCULAR PRLF 10.0-50.0CM,UNSPECIFIED,1071.92,NONE
500064,GROSS CHARGE,17108,04900217,HC DESTRUCTION CUTANEOUS VASCULAR PRLF >50.0CM,UNSPECIFIED,1429.71,NONE
500064,GROSS CHARGE,17110,04900218,HC DESTRUCTION BENIGN LESIONS UP TO 14,UNSPECIFIED,245.51,NONE
500064,GROSS CHARGE,17111,04900219,HC DSTRJ B9 SK TGS/CUTAN VASC 15/>,UNSPECIFIED,273.24,NONE
500064,GROSS CHARGE,17250,04900220,HC CHEMICAL CAUTERIZATION OF GRANULATION TISSUE,UNSPECIFIED,334.03,NONE
500064,GROSS CHARGE,17260,04900221,HC DESTRUCTION MALIGNANT LESION T/A/L 0.5 CM/<,UNSPECIFIED,336.38,NONE
500064,GROSS CHARGE,17261,04900222,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,UNSPECIFIED,557.32,NONE
500064,GROSS CHARGE,17262,04900223,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 1.1-2.0CM,UNSPECIFIED,375.41,NONE
500064,GROSS CHARGE,17263,04900224,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 2.1-3.0CM,UNSPECIFIED,682.72,NONE
500064,GROSS CHARGE,17264,04900225,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 3.1-4.0CM,UNSPECIFIED,728.5,NONE
500064,GROSS CHARGE,17266,04900226,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG > 4.0 CM,UNSPECIFIED,802.14,NONE
500064,GROSS CHARGE,17270,04900227,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.5 CM/<,UNSPECIFIED,364.76,NONE
500064,GROSS CHARGE,17271,04900228,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.6-1.0CM,UNSPECIFIED,399.62,NONE
500064,GROSS CHARGE,17272,04900229,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 1.1-2.0CM,UNSPECIFIED,445.21,NONE
500064,GROSS CHARGE,17273,04900230,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 2.1-3.0CM,UNSPECIFIED,484.1,NONE
500064,GROSS CHARGE,17274,04900231,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 3.1-4.0CM,UNSPECIFIED,545.79,NONE
500064,GROSS CHARGE,17276,04900232,HC DSTRJ MAL LES S/N/H/F/G LES DIAM > 4.0 CM,UNSPECIFIED,604.79,NONE
500064,GROSS CHARGE,17280,04900233,HC DESTRUCTION MALIGNANT LESION F/E/E/N/L/M 0.5CM/<,UNSPECIFIED,372.02,NONE
500064,GROSS CHARGE,17281,04900234,HC DESTRUCTION MAL LESION F/E/E/N/L/M 0.6-1.0CM,UNSPECIFIED,446.13,NONE
500064,GROSS CHARGE,17282,04900235,HC DESTRUCTION MAL LESION F/E/E/N/L/M 1.1-2.0CM,UNSPECIFIED,501.72,NONE
500064,GROSS CHARGE,17283,04900236,HC DESTRUCTION MAL LESION F/E/E/N/L/M 2.1-3.0CM,UNSPECIFIED,567.28,NONE
500064,GROSS CHARGE,17284,04900237,HC DESTRUCTION MAL LESION F/E/E/N/L/M 3.1-4.0CM,UNSPECIFIED,625.72,NONE
500064,GROSS CHARGE,17286,04900238,HC DESTRUCTION MAL LESION F/E/E/N/L/M > 4.0 CM,UNSPECIFIED,745.46,NONE
500064,GROSS CHARGE,17311,04900239,MOHS MICROGRAPHIC H/N/H/F/G 1ST STAGE 5 BLOCKS,UNSPECIFIED,1575.2,NONE
500064,GROSS CHARGE,17312,04900240,MOHS MICROGRAPHIC H/N/H/F/G EACH ADDL STAGE,UNSPECIFIED,1058.2,NONE
500064,GROSS CHARGE,17313,04900241,MOHS TRUNK/ARM/LEG 1ST STAGE 5 BLOCKS,UNSPECIFIED,1018.09,NONE
500064,GROSS CHARGE,17314,04900242,MOHS TRUNK/ARM/LEG EA STAGE AFTER 1ST STAGE,UNSPECIFIED,1131.17,NONE
500064,GROSS CHARGE,17315,04900243,MOHS TRUNK/ARM/LEG EA ADDL BLOCK ANY STAGE,UNSPECIFIED,1063.23,NONE
500064,GROSS CHARGE,17340,04900244,CRYOTHERAPY CO2 SLUSH LIQ N2 ACNE,UNSPECIFIED,391.86,NONE
500064,GROSS CHARGE,17360,04900245,CHEMICAL EXFOLIATION ACNE,UNSPECIFIED,347.77,NONE
500064,GROSS CHARGE,19000,04900248,HC PNXR ASPIR CST BRST,UNSPECIFIED,920.08,NONE
500064,GROSS CHARGE,19001,04900249,HC PNXR ASPIR CST BRST EA CST,UNSPECIFIED,373.53,NONE
500064,GROSS CHARGE,19030,04900250,INJECTION MAMMARY DUCTOGRAM/GALACTOGRAM,UNSPECIFIED,421.99,NONE
500064,GROSS CHARGE,19100,04900251,HC BX BRST PRQ NDL CORE X W/IMG GDN SPX,UNSPECIFIED,1843.6,NONE
500064,GROSS CHARGE,19101,04900252,BIOPSY BREAST OPEN INCISIONAL,UNSPECIFIED,3680.69,NONE
500064,GROSS CHARGE,19120,04900255,HC EXC CYST/ABERRANT BREAST TISSUE OPEN 1/> LES,UNSPECIFIED,970.0,NONE
500064,GROSS CHARGE,19316,04900260,MASTOPEXY,UNSPECIFIED,17736.48,NONE
500064,GROSS CHARGE,19350,04900261,NIPPLE/AREOLA RECONSTRUCTION,UNSPECIFIED,8850.48,NONE
500064,GROSS CHARGE,20100,04900265,EXPLORATION PENETRATING WOUND SPX NECK,UNSPECIFIED,4040.8,NONE
500064,GROSS CHARGE,20101,04900266,EXPLORATION PENETRATING WOUND SPX CHEST,UNSPECIFIED,4279.77,NONE
500064,GROSS CHARGE,20102,04900267,HC EXPL PENETRATING WOUND SPX ABDOMEN/FLANK/BACK,UNSPECIFIED,6644.11,NONE
500064,GROSS CHARGE,20103,04900268,HC EXPLORATION PENETRATING WOUND SPX EXTREMITY,UNSPECIFIED,2053.07,NONE
500064,GROSS CHARGE,20200,04900269,BIOPSY MUSCLE SUPERFICIAL,UNSPECIFIED,2797.64,NONE
500064,GROSS CHARGE,20206,04900270,BIOPSY MUSCLE PERCUTANEOUS NEEDLE,UNSPECIFIED,1935.88,NONE
500064,GROSS CHARGE,20220,04900271,BIOPSY BONE TROCAR/NEEDLE SUPERFICIAL,UNSPECIFIED,1905.09,NONE
500064,GROSS CHARGE,20225,04900272,BIOPSY BONE TROCAR/NEEDLE DEEP,UNSPECIFIED,3346.57,NONE
500064,GROSS CHARGE,20240,04900273,BIOPSY BONE OPEN SUPERFICIAL,UNSPECIFIED,4803.7,NONE
500064,GROSS CHARGE,20500,04900274,HC INJECTION SINUS TRACT THERAPEUT,UNSPECIFIED,2578.4,NONE
500064,GROSS CHARGE,20501,04900275,INJECTION SINUS TRACT DIAGNOSTIC,UNSPECIFIED,370.45,NONE
500064,GROSS CHARGE,20520,04900276,REMOVAL FOREIGN BODY MUSCLE/TENDON SHEATH SIMPLE,UNSPECIFIED,3548.6,NONE
500064,GROSS CHARGE,20525,04900277,RMVL FOREIGN BODY MUSCLE/TENDON SHEATH DEEP/COMP,UNSPECIFIED,3779.68,NONE
500064,GROSS CHARGE,20526,04900278,INJECTION THERAPEUTIC CARPAL TUNNEL,UNSPECIFIED,457.38,NONE
500064,GROSS CHARGE,20550,04900279,HC NJX 1 TDN SHTH/LIGM APONEUROSIS,UNSPECIFIED,464.34,NONE
500064,GROSS CHARGE,20551,04900280,HC NJX 1 TDN ORIGIN/INSJ,UNSPECIFIED,435.79,NONE
500064,GROSS CHARGE,20552,04900281,HC NJX 1/MLT TRIGGER POINT 1/2 MUSC,UNSPECIFIED,402.53,NONE
500064,GROSS CHARGE,20553,04900282,HC NJX 1/MLT TRIGGER POINT 3/> MUSC,UNSPECIFIED,477.97,NONE
500064,GROSS CHARGE,20555,04900283,PLACEMENT NEEDLES MUSCLE SUBSEQUENT RADIOELEMENT,UNSPECIFIED,5998.31,NONE
500064,GROSS CHARGE,20600,04900284,HC ARTHROCENTESIS ASPIR&/INJ SMALL JT/BURSA W/O US,UNSPECIFIED,366.0,NONE
500064,GROSS CHARGE,20605,04900285,HC ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/O US,UNSPECIFIED,571.0,NONE
500064,GROSS CHARGE,20610,04900286,HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/O US,UNSPECIFIED,662.0,NONE
500064,GROSS CHARGE,20612,04900287,HC ASPIR&/NJX GANGLION CST ANY LOCATION,UNSPECIFIED,440.02,NONE
500064,GROSS CHARGE,20615,04900288,ASPIRATION&INJECTION TREATMENT BONE CYST,UNSPECIFIED,1429.68,NONE
500064,GROSS CHARGE,20650,04900289,INSERTION WIRE/PIN W/APPL SKELETAL TRACTION SPX,UNSPECIFIED,4189.9,NONE
500064,GROSS CHARGE,20670,04900292,HC REMOVAL IMPLANT SUPERFICIAL SPX,UNSPECIFIED,1830.93,NONE
500064,GROSS CHARGE,20680,04900293,HC RMVL IMPLT DP,UNSPECIFIED,2737.04,NONE
500064,GROSS CHARGE,20694,04900294,REMOVAL EXTERNAL FIXATION SYSTEM UNDER ANES,UNSPECIFIED,6861.37,NONE
500064,GROSS CHARGE,20950,04900297,MNTR INTERSTITIAL FLUID PRESSURE CMPRT SYNDROME,UNSPECIFIED,825.95,NONE
500064,GROSS CHARGE,20974,04900298,HC ELECTRICAL STIMULATION BONE HEALING NONINVASIVE,UNSPECIFIED,208.54,NONE
500064,GROSS CHARGE,20982,04900299,HC ABLATION BONE TUMOR RF PERQ W/IMG GDN WHEN DONE,UNSPECIFIED,8356.69,NONE
500064,GROSS CHARGE,21116,04900300,INJECTION TEMPOROMANDIBULAR JOINT ARTHROGRAPHY,UNSPECIFIED,548.13,NONE
500064,GROSS CHARGE,21235,04900303,GRAFT EAR CRTLG AUTOGENOUS NOSE/EAR,UNSPECIFIED,7711.8,NONE
500064,GROSS CHARGE,21310,04900305,HC CLTX NSL B1 FX W/O MNPJ,UNSPECIFIED,850.3,NONE
500064,GROSS CHARGE,21315,04900306,HC CLOSED TX NASAL FRACTURE W/O STABILIZATION,UNSPECIFIED,1305.7,NONE
500064,GROSS CHARGE,21320,04900307,HC CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION,UNSPECIFIED,3075.04,NONE
500064,GROSS CHARGE,21400,04900311,HC CLTX FX ORBIT XCP BLWT W/O MNPJ,UNSPECIFIED,2185.63,NONE
500064,GROSS CHARGE,21450,04900312,HC CLTX MNDBLR FX W/O MNPJ,UNSPECIFIED,2058.1,NONE
500064,GROSS CHARGE,21480,04900314,HC CLTX TMPRMAND DISLC 1ST/SBSQ,UNSPECIFIED,690.8,NONE
500064,GROSS CHARGE,21501,04900315,I&D DEEP ABSC/HMTMA SOFT TISSUE NECK/THORAX,UNSPECIFIED,3146.0,NONE
500064,GROSS CHARGE,21550,04900316,BIOPSY SOFT TISSUE NECK/THORAX,UNSPECIFIED,4439.6,NONE
500064,GROSS CHARGE,21555,04900317,HC EXCISION TUMOR SOFT TISSUE NECK/THORAX SUBQ,UNSPECIFIED,4891.79,NONE
500064,GROSS CHARGE,21820,04900319,HC CLTX STERNUM FX,UNSPECIFIED,585.02,NONE
500064,GROSS CHARGE,22505,04900321,MANIPULATION SPINE REQUIRING ANESTHESIA,UNSPECIFIED,3948.97,NONE
500064,GROSS CHARGE,23350,04900328,INJECTION SHOULDER ARTHROGRAPHY/ CT/MRI ARTHG,UNSPECIFIED,577.0,NONE
500064,GROSS CHARGE,23500,04900329,HC CLTX CLAVICULAR FX W/O MNPJ,UNSPECIFIED,559.02,NONE
500064,GROSS CHARGE,23505,04900330,HC CLSD TX CLAVICULAR FRACTURE W/MANIPULATION,UNSPECIFIED,3642.86,NONE
500064,GROSS CHARGE,23540,04900331,HC CLTX ACROMCLAV DISLC W/O MNPJ,UNSPECIFIED,680.01,NONE
500064,GROSS CHARGE,23545,04900332,HC CLSD TX ACROMIOCLAVICULAR DISLC W/MANIPULATION,UNSPECIFIED,1682.76,NONE
500064,GROSS CHARGE,23570,04900333,HC CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION,UNSPECIFIED,581.16,NONE
500064,GROSS CHARGE,23600,04900334,HC CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION,UNSPECIFIED,756.2,NONE
500064,GROSS CHARGE,23605,04900335,HC CLTX PROX HUMRL FX W/MANIPULATION +-SKEL TRACJ,UNSPECIFIED,4594.56,NONE
500064,GROSS CHARGE,23620,04900336,HC CLTX GRTER HUMRL TUBRST FX W/O MNPJ,UNSPECIFIED,628.42,NONE
500064,GROSS CHARGE,23625,04900337,HC CLTX GRTER HUMRL TUBRST FX W/MNPJ,UNSPECIFIED,3854.82,NONE
500064,GROSS CHARGE,23650,04900338,HC CLTX SHO DISLC W/MNPJ W/O ANES,UNSPECIFIED,779.72,NONE
500064,GROSS CHARGE,23655,04900339,HC CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES,UNSPECIFIED,3960.21,NONE
500064,GROSS CHARGE,24220,04900340,INJECTION ELBOW ARTHROGRAPHY,UNSPECIFIED,559.02,NONE
500064,GROSS CHARGE,24500,04900341,HC CLTX HUMRL SHFT FX W/O MNPJ,UNSPECIFIED,759.83,NONE
500064,GROSS CHARGE,24505,04900342,HC CLTX HUMRL SHFT FX W/MNPJ +-SKEL TRACJ,UNSPECIFIED,2075.15,NONE
500064,GROSS CHARGE,24560,04900343,HC CLTX HUMRL EPCNDYLR FX MEDIAL/LAT W/O MNPJ,UNSPECIFIED,633.02,NONE
500064,GROSS CHARGE,24565,04900344,HC CLTX HUMRL EPCNDYLR FX MEDIAL/LAT W/MNPJ,UNSPECIFIED,1891.84,NONE
500064,GROSS CHARGE,24600,04900345,HC TX CLSD ELBW DISLC W/O ANES,UNSPECIFIED,886.08,NONE
500064,GROSS CHARGE,24640,04900346,HC CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MNPJ,UNSPECIFIED,519.7,NONE
500064,GROSS CHARGE,24650,04900347,HC CLTX RDL H/N FX W/O MNPJ,UNSPECIFIED,686.4,NONE
500064,GROSS CHARGE,24655,04900348,HC CLTX RDL H/N FX W/MNPJ,UNSPECIFIED,2083.57,NONE
500064,GROSS CHARGE,24670,04900349,HC CLOSED TX ULNAR FRACTURE PROX END W/O MANIPULATE,UNSPECIFIED,578.6,NONE
500064,GROSS CHARGE,24675,04900350,HC CLOSED TX ULNAR FRACTURE PROXIMAL END W MNPJ,UNSPECIFIED,1723.22,NONE
500064,GROSS CHARGE,25246,04900352,INJECTION WRIST ARTHROGRAPHY,UNSPECIFIED,470.0,NONE
500064,GROSS CHARGE,25500,04900353,HC CLOSED TX RADIAL SHAFT FRACTURE W/O MANIPULATION,UNSPECIFIED,659.36,NONE
500064,GROSS CHARGE,25505,04900354,HC CLTX RDL SHFT FX W/MNPJ,UNSPECIFIED,1991.48,NONE
500064,GROSS CHARGE,25530,04900355,HC CLTX UR SHFT FX W/O MNPJ,UNSPECIFIED,584.19,NONE
500064,GROSS CHARGE,25535,04900356,HC CLTX UR SHFT FX W/MNPJ,UNSPECIFIED,929.89,NONE
500064,GROSS CHARGE,25560,04900357,HC CLTX RDL&UR SHFT FXS W/O MNPJ,UNSPECIFIED,549.29,NONE
500064,GROSS CHARGE,25565,04900358,HC CLTX RDL&UR SHFT FXS W/MNPJ,UNSPECIFIED,2398.15,NONE
500064,GROSS CHARGE,25600,04900359,HC CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MNPJ,UNSPECIFIED,916.28,NONE
500064,GROSS CHARGE,25605,04900360,HC CLTX DSTL RDL FX/EPIPHYSL SEP +-W/MNPJ,UNSPECIFIED,2049.93,NONE
500064,GROSS CHARGE,25622,04900361,HC CLOSED TX CARPAL SCAPHOID FRACTURE W/O MNPJ,UNSPECIFIED,667.87,NONE
500064,GROSS CHARGE,25624,04900362,HC CLOSED TX CARPAL SCAPHOID FRACTURE W/MNPJ,UNSPECIFIED,2200.02,NONE
500064,GROSS CHARGE,25630,04900363,CLTX CARPL B1 FX W/O MNPJ EA B1,UNSPECIFIED,670.22,NONE
500064,GROSS CHARGE,25635,04900364,CLTX CARPL B1 FX W/MNPJ EA B1,UNSPECIFIED,2014.65,NONE
500064,GROSS CHARGE,25650,04900365,HC CLTX UR STYLOID FX,UNSPECIFIED,814.0,NONE
500064,GROSS CHARGE,25675,04900366,HC CLOSED TX DISTAL RADIOULNAR DISLOCATION W/MNPJ,UNSPECIFIED,472.45,NONE
500064,GROSS CHARGE,25680,04900367,HC CLTX TRANS-SCAPHOPRILUNAR TYP FX DISLC W/MNPJ,UNSPECIFIED,577.96,NONE
500064,GROSS CHARGE,26010,04900368,HC DRG FNGR ABSC SMPL,UNSPECIFIED,877.8,NONE
500064,GROSS CHARGE,26011,04900369,HC DRG FNGR ABSC COMP,UNSPECIFIED,2887.5,NONE
500064,GROSS CHARGE,26320,04900371,REMOVAL IMPLANT FROM FINGER/HAND,UNSPECIFIED,1587.55,NONE
500064,GROSS CHARGE,26418,04900372,HC RPR XTNSR TDN FNGR 1/2 W/O FR GRF EA TDN,UNSPECIFIED,5474.59,NONE
500064,GROSS CHARGE,26432,04900373,CLTX DSTL XTNSR TDN INSJ +-PRQ PINNING,UNSPECIFIED,4948.0,NONE
500064,GROSS CHARGE,26600,04900374,HC CLTX MTCRPL FX 1 W/O MNPJ EA B1,UNSPECIFIED,672.03,NONE
500064,GROSS CHARGE,26605,04900375,HC CLTX MTCRPL FX 1 W/MNPJ EA B1,UNSPECIFIED,711.71,NONE
500064,GROSS CHARGE,26641,04900376,CLTX CARP/MTCRPL DISLC THMB W/MNPJ,UNSPECIFIED,758.43,NONE
500064,GROSS CHARGE,26645,04900377,CLTX CARP/MTCRPL FX DISLC THMB W/MNPJ,UNSPECIFIED,2216.28,NONE
500064,GROSS CHARGE,26670,04900378,HC CLTX CARP/MTCRPL DISLC THMB MNPJ EA W/O ANES,UNSPECIFIED,809.49,NONE
500064,GROSS CHARGE,26700,04900379,CLTX MTCARPHLNGL DISLC 1 W/MNPJ W/O ANES,UNSPECIFIED,673.97,NONE
500064,GROSS CHARGE,26720,04900380,HC CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/O MNPJ EA,UNSPECIFIED,521.28,NONE
500064,GROSS CHARGE,26725,04900381,HC CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/MNPJ EA,UNSPECIFIED,819.78,NONE
500064,GROSS CHARGE,26740,04900382,HC CLTX ARTICULAR FX INVG MTCARPHLNGL/IPHAL JT W/O,UNSPECIFIED,564.47,NONE
500064,GROSS CHARGE,26742,04900383,HC CLTX ARTICULAR FX INVG MTCARPHLNGL/IPHAL JT W/,UNSPECIFIED,3725.7,NONE
500064,GROSS CHARGE,26750,04900384,HC CLTX DSTL PHLNGL FX FNGR/THMB W/O MNPJ EA,UNSPECIFIED,1053.8,NONE
500064,GROSS CHARGE,26755,04900385,CLTX DSTL PHLNGL FX FNGR/THMB W/MNPJ EA,UNSPECIFIED,1753.02,NONE
500064,GROSS CHARGE,26770,04900386,HC CLTX IPHAL JT DISLC 1 W/MNPJ W/O ANES,UNSPECIFIED,833.76,NONE
500064,GROSS CHARGE,26990,04900387,I&D PELVIS/HIP JT AREA DP ABSC/HMTMA,UNSPECIFIED,2784.1,NONE
500064,GROSS CHARGE,26991,04900388,I&D PELVIS/HIP JT AREA INFCT BURSA,UNSPECIFIED,5626.81,NONE
500064,GROSS CHARGE,27093,04900391,INJECTION HIP ARTHROGRAPHY W/O ANESTHESIA,UNSPECIFIED,635.0,NONE
500064,GROSS CHARGE,27095,04900392,INJECTION HIP ARTHROGRAPHY W/ANESTHESIA,UNSPECIFIED,660.66,NONE
500064,GROSS CHARGE,27200,04900395,CLOSED TREATMENT COCCYGEAL FRACTURE,UNSPECIFIED,573.54,NONE
500064,GROSS CHARGE,27220,04900396,CLTX ACETABULUM HIP/SOCKT FX W/O MNPJ,UNSPECIFIED,610.08,NONE
500064,GROSS CHARGE,27230,04900397,HC CLTX FEM FX PROX END NCK W/O MNPJ,UNSPECIFIED,1009.38,NONE
500064,GROSS CHARGE,27232,04900398,HC CLTX FEM FX PROX END NCK W/MNPJ +-SKEL TRACJ,UNSPECIFIED,5979.95,NONE
500064,GROSS CHARGE,27238,04900399,HC CLTX INTER/PERI/SUBTROCHANTERIC FEM FX W/O MNPJ,UNSPECIFIED,2000.32,NONE
500064,GROSS CHARGE,27240,04900400,HC CLTX INTR/PERI/SBTRCHNTC FEM FX W/MNPJ,UNSPECIFIED,8551.29,NONE
500064,GROSS CHARGE,27246,04900401,HC CLTX GRTER TRCHNTRIC FX W/O MNPJ,UNSPECIFIED,1050.76,NONE
500064,GROSS CHARGE,27250,04900402,HC CLTX HIP DISLC TRAUMTC W/O ANES,UNSPECIFIED,1309.0,NONE
500064,GROSS CHARGE,27265,04900403,HC CLTX POST HIP ARTHRP DISLC W/O ANES,UNSPECIFIED,1411.7,NONE
500064,GROSS CHARGE,27500,04900405,HC CLTX FEM SHFT FX W/O MNPJ,UNSPECIFIED,1157.55,NONE
500064,GROSS CHARGE,27502,04900406,HC CLTX FEM SHFT FX W/MNPJ +-SKN/SKEL TRACJ,UNSPECIFIED,1621.07,NONE
500064,GROSS CHARGE,27508,04900407,HC CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/O MNPJ,UNSPECIFIED,1060.87,NONE
