LAST UPDATED: 6/10/2021,Code Type,Code,Category,Description,Charges,Self-Pay Rate
,CPTHCPCS,642847,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 12,5250,3937.5
,CPTHCPCS,642848,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 14,5250,3937.5
,CPTHCPCS,642849,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 16,5250,3937.5
,CPTHCPCS,642850,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 18,5250,3937.5
,CPTHCPCS,642851,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 20,5250,3937.5
,CPTHCPCS,642852,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 22,5250,3937.5
,CPTHCPCS,642853,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 24,5250,3937.5
,CPTHCPCS,642854,SURGICAL SERVICES,PLATE CERV TET 1 LEV ANT 26,5250,3937.5
,CPTHCPCS,642855,SURGICAL SERVICES,PLATE CERV TET 2 LEV ANT 29,5250,3937.5
,CPTHCPCS,642856,SURGICAL SERVICES,PLATE CERV TET 2 LEV ANT 32,5250,3937.5
,CPTHCPCS,642857,SURGICAL SERVICES,PLATE CERV TET 2 LEV ANT 35,5250,3937.5
,CPTHCPCS,642858,SURGICAL SERVICES,PLATE CERV TET 2 LEV ANT 38,5250,3937.5
,CPTHCPCS,642859,SURGICAL SERVICES,PLATE CERV TET 2 LEV ANT 41,5250,3937.5
,CPTHCPCS,642860,SURGICAL SERVICES,PLATE CERV TET 2 LEV ANT 44,5250,3937.5
,CPTHCPCS,642861,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 43,5250,3937.5
,CPTHCPCS,642862,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 46,5250,3937.5
,CPTHCPCS,642863,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 49,5250,3937.5
,CPTHCPCS,642864,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 52,5250,3937.5
,CPTHCPCS,642865,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 55,5250,3937.5
,CPTHCPCS,642866,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 58,5250,3937.5
,CPTHCPCS,642867,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 62,5250,3937.5
,CPTHCPCS,642868,SURGICAL SERVICES,PLATE CERV TET 3 LEV ANT 66,5250,3937.5
,CPTHCPCS,642869,SURGICAL SERVICES,PLATE CERV TET 4 LEV ANT 60,5250,3937.5
,CPTHCPCS,642870,SURGICAL SERVICES,PLATE CERV TET 4 LEV ANT 64,5250,3937.5
,CPTHCPCS,642871,SURGICAL SERVICES,PLATE CERV TET 4 LEV ANT 68,5250,3937.5
,CPTHCPCS,642872,SURGICAL SERVICES,PLATE CERV TET 4 LEV ANT 72,5250,3937.5
,CPTHCPCS,642873,SURGICAL SERVICES,PLATE CERV TET 4 LEV ANT 76,5250,3937.5
,CPTHCPCS,642874,SURGICAL SERVICES,PLATE CERV TET 4 LEV ANT 80,5250,3937.5
,CPTHCPCS,642875,SURGICAL SERVICES,PLATE CERV TET 4 LEV ANT 84,5250,3937.5
,CPTHCPCS,642876,SURGICAL SERVICES,CAGE GIZA 14  23.32.2  5 DEG,15625,11718.75
,CPTHCPCS,642877,SURGICAL SERVICES,CAGE GIZA 14  23. 32.7  10 DEG,15625,11718.75
,CPTHCPCS,642878,SURGICAL SERVICES,CAGE GIZA 14  33. 54.2  5 DEG,15625,11718.75
,CPTHCPCS,642879,SURGICAL SERVICES,CAGE GIZA 14  33. 54.7  10 DEG,15625,11718.75
,CPTHCPCS,642880,SURGICAL SERVICES,CAGE GIZA 14  18.22.2  5 DEG,15625,11718.75
,CPTHCPCS,642881,SURGICAL SERVICES,CAGE GIZA 14  18.22. 5  8 DEG,15625,11718.75
,CPTHCPCS,643033,SURGICAL SERVICES,MODEL UPPER PART RED II,9198.8,6899.1
,CPTHCPCS,643041,SURGICAL SERVICES,SYS RED II PURPLE,15420,11565
,CPTHCPCS,643042,SURGICAL SERVICES,MESH PALATE ADJUST RED II,11371.5,8528.63
,CPTHCPCS,643385,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 12MM LP,14250,10687.5
,CPTHCPCS,643386,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 14MM LP,14250,10687.5
,CPTHCPCS,643387,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 16MM LP,14250,10687.5
,CPTHCPCS,643388,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 18MM LP,14250,10687.5
,CPTHCPCS,643389,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 20MM LP,14250,10687.5
,CPTHCPCS,643390,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 22MM LP,14250,10687.5
,CPTHCPCS,643391,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 26MM LP,14250,10687.5
,CPTHCPCS,643392,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 12MM STD,14250,10687.5
,CPTHCPCS,643393,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 20MM STD,14250,10687.5
,CPTHCPCS,643394,SURGICAL SERVICES,VALVE CONDUIT HANCOCK 22MM STD,14250,10687.5
,CPTHCPCS,64400,AMBULATORY,INJ ANES TRIGEMINAL NERVE,503.8,377.85
,CPTHCPCS,64400,AMBULATORY,INJ ANES TRIGEMINAL NERVE BILATERAL,755.5,566.63
,CPTHCPCS,64400,AMBULATORY,INJ ANES TRIGEMINAL NERVE,755.5,566.63
,CPTHCPCS,64405,AMBULATORY,INJ ANES > OCCIPITAL NERVE,536,402
,CPTHCPCS,64405,AMBULATORY,INJ ANES > OCCIPITAL NERVE BILATERAL,803.9,602.93
,CPTHCPCS,64405,AMBULATORY,INJ ANES > OCCIPITAL NERVE,771.1,578.33
,CPTHCPCS,644135,SURGICAL SERVICES,SCAFFOLD TISSUE CARDIOCEL 4X4,4462.5,3346.88
,CPTHCPCS,64415,AMBULATORY,SINGLE NERVE BLOCK INJECTION ARM NERVE,355,266.25
,CPTHCPCS,64418,AMBULATORY,INJECTION ANESTHETIC AGENT SUPRASCAPULAR NERVE,418,313.5
,CPTHCPCS,64425,AMBULATORY,INJ NERVE BLOCK ILIONGUINAL,1111.4,833.55
,CPTHCPCS,64447,AMBULATORY,NERVE BLOCK FEMORAL SINGLE,555.7,416.78
,CPTHCPCS,64450,AMBULATORY,INJ ANESTH OTHER PERIPH NERVE,1387.7,1040.78
,CPTHCPCS,64450,AMBULATORY,INJ ANESTH OTHER PERIPH NERVE BILATERAL,1924.4,1443.3
,CPTHCPCS,64450,AMBULATORY,INJ ANESTH OTHER PERIPH NERVE,1924.4,1443.3
,CPTHCPCS,64455,AMBULATORY,NJX ANES&/STEROID PLANTAR COMMON DIGITAL NERVE,296.2,222.15
,CPTHCPCS,64483,OPS,INJ FORAMEN EPIDURAL L/S,2970.8,2228.1
,CPTHCPCS,64486,AMBULATORY,BLOCK BY INJECTION UNILATERAL,660.6,495.45
,CPTHCPCS,64488,SURGICAL SERVICES,MAST PROC TAP BLOCK BI INJECTION,3000,2250
,CPTHCPCS,64493,RADIOLOGY,INJ FACET LUM/SAC SINGLE LVL,4259.7,3194.78
,CPTHCPCS,64493,RADIOLOGY,INJ FACET LUM/SAC SGL LVL BILAT,8519.3,6389.48
,CPTHCPCS,64494,RADIOLOGY,INJ FACET LUM/SAC 2ND LVL,1943.6,1457.7
,CPTHCPCS,64494,RADIOLOGY,INJ FACET LUM/SAC 2ND LVL BILAT,3886.9,2915.18
,CPTHCPCS,64505,AMBULATORY,INJ BLOCK SPENOPALATINE GANGLION,1520.3,1140.23
,CPTHCPCS,645218,RADIOLOGY,COIL CONCERTO 2X6,2493.8,1870.35
,CPTHCPCS,645219,RADIOLOGY,COIL CONCERTO 2X8,2493.8,1870.35
,CPTHCPCS,645220,RADIOLOGY,COIL CONCERTO 3X4,2493.8,1870.35
,CPTHCPCS,645221,RADIOLOGY,COIL CONCERTO 3X8,2493.8,1870.35
,CPTHCPCS,645222,RADIOLOGY,COIL CONCERTO 4X8,2493.8,1870.35
,CPTHCPCS,645223,RADIOLOGY,COIL CONCERTO 4X10,2493.8,1870.35
,CPTHCPCS,645224,RADIOLOGY,COIL CONCERTO 5X15,2493.8,1870.35
,CPTHCPCS,645225,RADIOLOGY,COIL CONCERTO 5X20,2493.8,1870.35
,CPTHCPCS,645226,RADIOLOGY,COIL CONCERTO 6X20,2493.8,1870.35
,CPTHCPCS,645227,RADIOLOGY,COIL CONCERTO 7X30,2493.8,1870.35
,CPTHCPCS,645228,RADIOLOGY,COIL CONCERTO 8X30,2493.8,1870.35
,CPTHCPCS,645229,RADIOLOGY,COIL CONCERTO 9X30,2493.8,1870.35
,CPTHCPCS,645230,RADIOLOGY,COIL CONCERTO 10X30,2493.8,1870.35
,CPTHCPCS,645231,RADIOLOGY,COIL CONCERTO 12X30,2493.8,1870.35
,CPTHCPCS,645232,RADIOLOGY,COIL CONCERTO 14X30,2493.8,1870.35
,CPTHCPCS,645233,RADIOLOGY,COIL CONCERTO 16X40,2493.8,1870.35
,CPTHCPCS,645234,RADIOLOGY,COIL CONCERTO 18X40,2493.8,1870.35
,CPTHCPCS,645235,RADIOLOGY,COIL CONCERTO 20X50,2493.8,1870.35
,CPTHCPCS,64530,RADIOLOGY,NERVE BLOCK CELIAC PLEXUS,2177.1,1632.83
,CPTHCPCS,645458,RADIOLOGY,GI TUBE MICKEY 16FR 1.2CM 22CM,1520,1140
,CPTHCPCS,64600,PSYCHIATRY,DESTR TRIGEMINAL NERVE SUPRA ORB,949.1,711.83
,CPTHCPCS,64611,AMBULATORY,CHEMODENERV SALIVARY GLANDS 4 OR MORE,383.6,287.7
,CPTHCPCS,64611,AMBULATORY,CHEMODENERVATION SALIVARY GLANDS LESS THAN 4,230.2,172.65
,CPTHCPCS,64611,OPS,CHEMODENERV SALIV GLANDS,1092,819
,CPTHCPCS,64611,AMBULATORY,CHEMODENERV SALIVARY GLANDS 4 OR MORE,220.8,165.6
,CPTHCPCS,64612,PSYCHIATRY,CHEMODENERVATION FACIAL,464.9,348.68
,CPTHCPCS,64615,AMBULATORY,CHEMODENERV MUSC MIGRAINE,1661.4,1246.05
,CPTHCPCS,64616,AMBULATORY,CHEMODEN NECK MUSCLE(S) UNILATERAL,464.9,348.68
,CPTHCPCS,64616,AMBULATORY,CHEMODEN NECK MUSCLE(S) BILATERAL,697.3,522.98
,CPTHCPCS,64616,AMBULATORY,CHEMODEN NECK MUSCLE(S) UNILATERAL,668.8,501.6
,CPTHCPCS,64617,AMBULATORY,CHEMODEN MUSCLE(S) LARYNX EMG UNIL,493.7,370.28
,CPTHCPCS,64617,AMBULATORY,CHEMODEN MUSCLE(S) LARYNX EMG BIL,740.4,555.3
,CPTHCPCS,64617,AMBULATORY,CHEMODEN MUSCLE(S) LARYNX EMG UNIL,740.4,555.3
,CPTHCPCS,64633,RADIOLOGY,DESTROY CERV/THOR FACET JOINT BY RAD,5453,4089.75
,CPTHCPCS,64633,RADIOLOGY,DEST NERVE CERV/THOR W/GUID FOR NON-RAD,5453,4089.75
,CPTHCPCS,64634,RADIOLOGY,Destruct Nerve Cerv/Thor Each Addtl by Rad,2745.1,2058.83
,CPTHCPCS,64634,RADIOLOGY,Destruct Nerve Cerv/Thor Each Addtl,2745.1,2058.83
,CPTHCPCS,64635,RADIOLOGY,Destruct Nerve Lumb/Sac w/guidance by Rad,4839.4,3629.55
,CPTHCPCS,64635,RADIOLOGY,Destruct Nerve Lumb/Sac w/guidance,4839.4,3629.55
,CPTHCPCS,64636,RADIOLOGY,Destruct Nerve Lumb/Sac Each Addtl by Rad,2366,1774.5
,CPTHCPCS,64636,RADIOLOGY,Destruct Nerve Lumb/Sac Each Addtl,2366,1774.5
,CPTHCPCS,646392,SURGICAL SERVICES,EXPANDER TISSUE 5X10CM 175CC,3832.5,2874.38
,CPTHCPCS,646393,SURGICAL SERVICES,EXPANDER TISSUE 5X12CM 200CC,3832.5,2874.38
,CPTHCPCS,64640,SURGICAL SERVICES,INJECTION TREATMENT OF NERVE,1750,1312.5
,CPTHCPCS,64642,AMBULATORY,CHEMODEN 1 EXTREMITY; 1-4 MUSCLE(S),619.2,464.4
,CPTHCPCS,64642,OPS,CHEMODENER 1 EXTREMITY; 1-4 MUSCLE(S),2080,1560
,CPTHCPCS,64643,AMBULATORY,CHEMODEN 1 EXTREM EA ADDL EXTREM 1-4 MUSCLE,415,311.25
,CPTHCPCS,64643,OPS,CHEMODENER 1 EXTREM EA ADDL EXTREM 1-4 MUSCLE,2080,1560
,CPTHCPCS,64644,AMBULATORY,CHEMODEN 1 EXTREMITY >=5 MUSCLE,676,507
,CPTHCPCS,64645,AMBULATORY,CHEMODEN 1 EXTREM EA ADDL EXTREM >=5MUSCLE,367.1,275.33
,CPTHCPCS,64646,AMBULATORY,CHEMODEN TRUNK 1-5 MUSCLE(S),517.1,387.83
,CPTHCPCS,64646,OPS,CHEMODENER TRUNK 1-5 MUSCLE(S),2080,1560
,CPTHCPCS,64647,AMBULATORY,CHEMODEN TRUNK 6 OR MORE MUSCLE(S),596.7,447.53
,CPTHCPCS,64650,AMBULATORY,CHEMODENERVATION ECCRINE GLANDS BOTH AXILLAE,315.2,236.4
,CPTHCPCS,64653,AMBULATORY,CHEMODENERVATION OF ECCRINE GLANDS,402.9,302.18
,CPTHCPCS,646572,SURGICAL SERVICES,CLIP ANEURYSM STR 9MM,1749.9,1312.43
,CPTHCPCS,646573,SURGICAL SERVICES,CLIP ANEURYSM CVD 8.4MM,1749.9,1312.43
,CPTHCPCS,646574,SURGICAL SERVICES,CLIP ANEURYSM CVD 6.7MM,1749.9,1312.43
,CPTHCPCS,646575,SURGICAL SERVICES,CLIP ANEURYSM STR 15MM,1749.9,1312.43
,CPTHCPCS,646576,SURGICAL SERVICES,CLIP ANEURYSM CVD 13.8MM,1749.9,1312.43
,CPTHCPCS,646577,SURGICAL SERVICES,CLIP ANEURYSM CVD 10.4MM,1749.9,1312.43
,CPTHCPCS,646578,SURGICAL SERVICES,CLIP ANEURYSM CVD 3.9MM,1853,1389.75
,CPTHCPCS,646579,SURGICAL SERVICES,CLIP ANEURYSM BAYONET 4MM,1853,1389.75
,CPTHCPCS,646667,SURGICAL SERVICES,PROSTHESIS PORP OVAL TOP 4X3MM,1691,1268.25
,CPTHCPCS,646788,SURGICAL SERVICES,TUBE TRACH UNCUFFED 4 PED BIVONA,386.4,289.8
,CPTHCPCS,646833,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.436,22956.5,17217.38
,CPTHCPCS,647006,SURGICAL SERVICES,GRAFT AORTIC VALSALVA 24MM,9375,7031.25
,CPTHCPCS,647007,SURGICAL SERVICES,GRAFT AORTIC VALSALVA 26MM,10330.5,7747.88
,CPTHCPCS,647008,SURGICAL SERVICES,GRAFT AORTIC VALSALVA 28MM,9375,7031.25
,CPTHCPCS,647009,SURGICAL SERVICES,GRAFT AORTIC VALSALVA 30MM,9375,7031.25
,CPTHCPCS,647010,SURGICAL SERVICES,GRAFT AORTIC VALSALVA 32MM,10650,7987.5
,CPTHCPCS,647011,SURGICAL SERVICES,GRAFT AORTIC VALSALVA 34MM,10650,7987.5
,CPTHCPCS,647036,SURGICAL SERVICES,DISTRACTOR MAGEC MANUAL,2375,1781.25
,CPTHCPCS,647037,SURGICAL SERVICES,ROD ACTUATOR STD 5.5X70MM,26250,19687.5
,CPTHCPCS,647104,SURGICAL SERVICES,IMPLANT TF2 MEDPOR SM LFT,5212.8,3909.6
,CPTHCPCS,647105,SURGICAL SERVICES,IMPLANT TF2 MEDPOR SM RT,5212.8,3909.6
,CPTHCPCS,647258,SURGICAL SERVICES,GRAFT BP SUTURABLE DURAL 4X5CM,1689.1,1266.83
,CPTHCPCS,647316,SURGICAL SERVICES,GRAFT ARTERY FEMORAL 5X4X28MM,16250,12187.5
,CPTHCPCS,647317,SURGICAL SERVICES,GRAFT BP SUTURABLE DURAL 6X8CM,2181.2,1635.9
,CPTHCPCS,647318,SURGICAL SERVICES,GRAFT BP SUTURE DURAL 12X16CM,5667.4,4250.55
,CPTHCPCS,647327,SURGICAL SERVICES,SPACER CRESENT 10 X 25MM TI,14457.5,10843.13
,CPTHCPCS,647506,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.428,18933.1,14199.83
,CPTHCPCS,647519,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.441,15011.8,11258.85
,CPTHCPCS,647608,SURGICAL SERVICES,SET PUMP IMPELLA AIC 2.5,30000,22500
,CPTHCPCS,647785,SURGICAL SERVICES,FEMUR PIRIFORMIS 8.5X230MM STR,24334.5,18250.88
,CPTHCPCS,647798,SURGICAL SERVICES,HEMASHIELD GRAFT THORACIC 28MM,1961,1470.75
,CPTHCPCS,647858,SURGICAL SERVICES,TUBE MIC-KEY 16FR-1.5CM 15CM J,1520,1140
,CPTHCPCS,647922,SURGICAL SERVICES,STENT SUPRASTOMAL RUTTER 6X83MM,674.5,505.88
,CPTHCPCS,648078,SURGICAL SERVICES,VALVE HEART SAPIEN 3 23MM,48750,36562.5
,CPTHCPCS,648147,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.435,21751.1,16313.33
,CPTHCPCS,648161,SURGICAL SERVICES,VALVE INLINE CERTAS PLUS W/,14795.7,11096.78
,CPTHCPCS,648235,SURGICAL SERVICES,SET PUMP IMPELLA AIC 5.0,42000,31500
,CPTHCPCS,648515,SURGICAL SERVICES,GRAFT INFUSE BONE LG,14775,11081.25
,CPTHCPCS,648671,SURGICAL SERVICES,SPLINT ORTHOGNATHIC INTERMED,2631.5,1973.63
,CPTHCPCS,648682,SURGICAL SERVICES,POREX SHEET ULTRATHIN 38X50,1826.6,1369.95
,CPTHCPCS,648849,SURGICAL SERVICES,GRAFT NERVE 1-2MM 70MM,12812.5,9609.38
,CPTHCPCS,649013,SURGICAL SERVICES,IMPLANT CHIN SM 56X33X5MM,1939.9,1454.93
,CPTHCPCS,649019,SURGICAL SERVICES,VALVE MITRAL HP MASTERS 15MM,22700,17025
,CPTHCPCS,649253,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 1.2CM,425,318.75
,CPTHCPCS,649254,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 1.5CM,425,318.75
,CPTHCPCS,649255,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 1.7CM,425,318.75
,CPTHCPCS,649256,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 2.0CM,425,318.75
,CPTHCPCS,649257,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 2.3CM,425,318.75
,CPTHCPCS,649258,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 2.5CM,425,318.75
,CPTHCPCS,649259,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 2.7CM,425,318.75
,CPTHCPCS,649260,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 3.0CM,425,318.75
,CPTHCPCS,649261,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 3.5CM,425,318.75
,CPTHCPCS,649262,CENTRAL SERVICES,TUBE FEEDING AMT 12FR 4.0CM,425,318.75
,CPTHCPCS,649263,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 0.8CM,425,318.75
,CPTHCPCS,649264,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 1.0CM,425,318.75
,CPTHCPCS,649265,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 1.2CM,425,318.75
,CPTHCPCS,649266,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 1.5CM,425,318.75
,CPTHCPCS,649267,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 1.7CM,425,318.75
,CPTHCPCS,649268,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 2.0CM,425,318.75
,CPTHCPCS,649269,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 2.3CM,425,318.75
,CPTHCPCS,649270,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 2.5CM,425,318.75
,CPTHCPCS,649271,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 2.7CM,425,318.75
,CPTHCPCS,649272,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 3.0CM,425,318.75
,CPTHCPCS,649273,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 3.5CM,425,318.75
,CPTHCPCS,649274,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 4.0CM,425,318.75
,CPTHCPCS,649275,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 4.4CM,425,318.75
,CPTHCPCS,649276,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 5.0CM,425,318.75
,CPTHCPCS,649277,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 5.5CM,425,318.75
,CPTHCPCS,649278,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 6.0CM,425,318.75
,CPTHCPCS,649279,CENTRAL SERVICES,TUBE FEEDING AMT 14FR 6.5CM,425,318.75
,CPTHCPCS,649280,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 1.2CM,425,318.75
,CPTHCPCS,649281,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 1.5CM,425,318.75
,CPTHCPCS,649282,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 1.7CM,425,318.75
,CPTHCPCS,649283,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 2.0CM,425,318.75
,CPTHCPCS,649284,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 2.3CM,425,318.75
,CPTHCPCS,649285,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 2.5CM,425,318.75
,CPTHCPCS,649286,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 2.7CM,425,318.75
,CPTHCPCS,649287,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 3.0CM,425,318.75
,CPTHCPCS,649288,CENTRAL SERVICES,TUBE FEEDING AMT 16FR 3.5CM,425,318.75
,CPTHCPCS,649289,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 1.2CM,425,318.75
,CPTHCPCS,649290,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 1.5CM,425,318.75
,CPTHCPCS,649291,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 1.7CM,425,318.75
,CPTHCPCS,649292,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 2.0CM,425,318.75
,CPTHCPCS,649293,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 2.3CM,425,318.75
,CPTHCPCS,649294,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 2.5CM,425,318.75
,CPTHCPCS,649295,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 2.7CM,425,318.75
,CPTHCPCS,649296,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 3.0CM,425,318.75
,CPTHCPCS,649297,CENTRAL SERVICES,TUBE FEEDING AMT 18FR 3.5CM,425,318.75
,CPTHCPCS,649331,SURGICAL SERVICES,VALVE MITRAL 33MM,15000,11250
,CPTHCPCS,649500,SURGICAL SERVICES,CAGE BODY 12X12MM TI,6860.8,5145.6
,CPTHCPCS,649501,SURGICAL SERVICES,CAGE BODY 14X12MM TI,7278.2,5458.65
,CPTHCPCS,649537,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.420,16916.9,12687.68
,CPTHCPCS,649538,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.429,20143.9,15107.93
,CPTHCPCS,649539,SURGICAL SERVICES,IMPLANT PEEK CRANIAL SD800.422,18527.7,13895.78
,CPTHCPCS,64999,AMBULATORY,OMMAYA W/O CHEMO INJECTION,797.2,597.9
,CPTHCPCS,64999,AMBULATORY,BOTOX INTRADERMAL INJ TO BILAT PALMS,477.9,358.43
,CPTHCPCS,64999,AMBULATORY,CHEMODENERVATON OF PALMS,402.9,302.18
,CPTHCPCS,64999,AMBULATORY,SPHENOPALATINE GANGLION BLOCK BILATERAL,1520.3,1140.23
,CPTHCPCS,64999,AMBULATORY,SHUNTCHECK,333.4,250.05
,CPTHCPCS,650506,SURGICAL SERVICES,PULMONARY HEMI ARTERY RT,13264,9948
,CPTHCPCS,650640,SURGICAL SERVICES,COIL TARGET 360 NANO 1MMX2CM,7745.7,5809.28
,CPTHCPCS,650641,SURGICAL SERVICES,COIL TARGET 360 NANO 1MMX3CM,7745.7,5809.28
,CPTHCPCS,650642,SURGICAL SERVICES,COIL TARGET HELIC NANO 1MMX1CM,5062.5,3796.88
,CPTHCPCS,650643,SURGICAL SERVICES,COIL TARGET HELIC NANO 1.5X1CM,5062.5,3796.88
,CPTHCPCS,650645,SURGICAL SERVICES,COIL TARGET 360 SOFT 6MMX30CM,7745.7,5809.28
,CPTHCPCS,650646,SURGICAL SERVICES,COIL TARGET 360 SOFT 7MMX30CM,7745.7,5809.28
,CPTHCPCS,650647,SURGICAL SERVICES,COIL TARGET XL 360 SOFT 10X40C,10445.7,7834.28
,CPTHCPCS,650648,SURGICAL SERVICES,COIL TARGET XL 360 SOFT 12X45C,10445.7,7834.28
,CPTHCPCS,650649,SURGICAL SERVICES,COIL TARGET XL 360 SOFT 7X20CM,10445.7,7834.28
,CPTHCPCS,650650,SURGICAL SERVICES,COIL TARGET XL 360 SOFT 8X30CM,10445.7,7834.28
,CPTHCPCS,650651,SURGICAL SERVICES,COIL TARGET XL 360 SOFT 9X30CM,10445.7,7834.28
,CPTHCPCS,650694,SURGICAL SERVICES,COIL TARGET 360 ULTRA 2MMX4CM,7745.7,5809.28
,CPTHCPCS,650695,SURGICAL SERVICES,COIL TARGET 360 ULTRA 2MMX6CM,7745.7,5809.28
,CPTHCPCS,650696,SURGICAL SERVICES,COIL TARGET 360 ULTRA 3MMX6CM,7745.7,5809.28
,CPTHCPCS,650697,SURGICAL SERVICES,COIL TARGET 360 SOFT 3MMX6CM,7745.7,5809.28
,CPTHCPCS,650698,SURGICAL SERVICES,COIL TARGET XL 360 SOFT 5X15CM,10445.7,7834.28
,CPTHCPCS,650699,SURGICAL SERVICES,COIL TARGET 3D 7MMX15CM,7745.7,5809.28
,CPTHCPCS,650700,SURGICAL SERVICES,COIL TARGET 360 SOFT 3MMX8CM,7745.7,5809.28
,CPTHCPCS,650701,SURGICAL SERVICES,COIL TARGET 360 SOFT 4MMX8CM,7745.7,5809.28
,CPTHCPCS,650702,SURGICAL SERVICES,COIL TARGET 3D 3MMX6CM,7745.7,5809.28
,CPTHCPCS,650746,SURGICAL SERVICES,EXTENSION PROXIMAL 500MM SZ 6,7117.7,5338.28
,CPTHCPCS,650747,SURGICAL SERVICES,EXTENSION DISTAL 500MM SZ 6,7117.7,5338.28
,CPTHCPCS,650748,SURGICAL SERVICES,EXTENSION RIB HOOK 30MM,5511,4133.25
,CPTHCPCS,651420,SURGICAL SERVICES,VALVE AORTIC HP MASTERS 15MM,22700,17025
,CPTHCPCS,651816,SURGICAL SERVICES,VALVE ON-OFF MED PRESSURE,4779.2,3584.4
,CPTHCPCS,652036,SURGICAL SERVICES,ROD MAGEC2 STD 5.5X90MM,26250,19687.5
,CPTHCPCS,65205,AMBULATORY,REMOVAL FB EXTERNAL EYE,122.5,91.88
,CPTHCPCS,65220,AMBULATORY,REMOVAL FB CORNEAL IRRIGATION,238.7,179.03
,CPTHCPCS,65222,AMBULATORY,REMOVAL FB CORNEAL W/SLIT LAMP,292.2,219.15
,CPTHCPCS,652294,SURGICAL SERVICES,COIL TARGET 360 4.5MMX10CM,7745.7,5809.28
,CPTHCPCS,652295,SURGICAL SERVICES,COIL TARGET 360 4.5MMX30CM,7745.7,5809.28
